"id","customer_id","average_daily_data_usage","average_daily_voice_usage","age_group","location"
"4189",2669037,19,42,"30-45","Austin"
"4190",6119848,63,54,"30-45","Austin"
"4191",9609852,49,25,"30-45","Austin"
"4192",9355929,44,216,"30-45","Austin"
"4193",1461967,65,1,"30-45","Austin"
"4194",6571112,131,132,"30-45","Austin"
"4195",5843910,35,102,"30-45","Austin"
"4196",2879977,75,1,"30-45","Austin"
"4197",9626907,30,33,"30-45","Austin"
"4198",2678691,89,2,"30-45","Austin"
"4199",9562788,71,40,"30-45","Austin"
"4200",6101608,1,1,"30-45","Austin"
"4201",7726230,69,110,"30-45","Austin"
"4202",2947428,35,95,"30-45","Austin"
"4203",8775533,90,91,"30-45","Austin"
"4204",3006178,97,11,"30-45","Austin"
"4205",3391662,25,120,"30-45","Austin"
"4206",3970346,23,98,"30-45","Austin"
"4207",7169967,47,62,"30-45","Austin"
"4208",3612252,41,26,"30-45","Austin"
"4209",7633185,40,13,"30-45","Austin"
"4210",6736882,95,1,"30-45","Austin"
"4211",9799170,62,1,"30-45","Austin"
"4212",7436928,28,3,"30-45","Austin"
"4213",8017623,5,93,"30-45","Austin"
"4214",7948914,85,10,"30-45","Austin"
"4215",5812787,33,45,"30-45","Austin"
"4216",5757956,25,78,"30-45","Austin"
"4217",3957764,1,10,"30-45","Austin"
"4218",8870901,36,68,"30-45","Austin"
"4219",4925159,93,108,"30-45","Austin"
"4220",1308482,7,72,"30-45","Austin"
"4221",9323851,18,152,"30-45","Austin"
"4222",1926331,45,62,"30-45","Austin"
"4223",4424356,33,40,"30-45","Austin"
"4224",3060508,47,56,"30-45","Austin"
"4225",7234966,95,178,"30-45","Austin"
"4226",6954698,17,114,"30-45","Austin"
"4227",1761115,70,111,"30-45","Austin"
"4228",6174864,67,110,"30-45","Austin"
"4229",1285486,13,35,"30-45","Austin"
"4230",3678060,31,1,"30-45","Austin"
"4231",9057886,98,63,"30-45","Austin"
"4232",3865563,20,77,"30-45","Austin"
"4233",1390978,56,23,"30-45","Austin"
"4234",8858784,44,79,"30-45","Austin"
"4235",6139515,36,101,"30-45","Austin"
"4236",3584673,32,48,"30-45","Austin"
"4237",2135350,94,82,"30-45","Austin"
"4238",1596801,20,0,"30-45","Austin"
"4239",3179644,67,19,"30-45","Austin"
"4240",9760685,49,84,"30-45","Austin"
"4241",7538278,93,16,"30-45","Austin"
"4242",9373293,6,49,"30-45","Austin"
"4243",2057692,43,63,"30-45","Austin"
"4244",8650174,59,92,"30-45","Austin"
"4245",4155665,61,75,"30-45","Austin"
"4246",7585858,15,148,"30-45","Austin"
"4247",4798372,1,113,"30-45","Austin"
"4248",3081847,38,59,"30-45","Austin"
"4249",7186400,42,27,"30-45","Austin"
"4250",7997926,52,24,"30-45","Austin"
"4251",2170154,1,41,"30-45","Austin"
"4252",3938591,81,11,"30-45","Austin"
"4253",2151345,5,53,"30-45","Austin"
"4254",1379490,46,1,"30-45","Austin"
"4255",2788377,71,74,"30-45","Austin"
"4256",1694535,36,176,"30-45","Austin"
"4257",1122034,1,41,"30-45","Austin"
"4258",5514364,0,198,"30-45","Austin"
"4259",6296605,43,46,"30-45","Austin"
"4260",3583960,59,76,"30-45","Austin"
"4261",3463164,29,143,"30-45","Austin"
"4262",6291679,41,200,"30-45","Austin"
"4263",5928333,11,33,"30-45","Austin"
"4264",3721672,136,112,"30-45","Austin"
"4265",5009805,63,69,"30-45","Austin"
"4266",8465088,25,82,"30-45","Austin"
"4267",3620490,39,63,"30-45","Austin"
"4268",5808367,44,19,"30-45","Austin"
"4269",2328129,16,1,"30-45","Austin"
"4270",6392675,89,85,"30-45","Austin"
"4271",9815457,17,78,"30-45","Austin"
"4272",7635993,26,62,"30-45","Austin"
"4273",7302641,42,82,"30-45","Austin"
"4274",1276465,62,173,"30-45","Austin"
"4275",4949013,42,4,"30-45","Austin"
"4276",4678863,1,66,"30-45","Austin"
"4277",3792246,75,1,"30-45","Austin"
"4278",9193822,19,1,"30-45","Austin"
"4279",5567235,37,71,"30-45","Austin"
"4280",6667735,1,142,"30-45","Austin"
"4281",2566080,33,117,"30-45","Austin"
"4282",2747290,116,1,"30-45","Austin"
"4283",8762888,105,60,"30-45","Austin"
"4284",6810718,53,66,"30-45","Austin"
"4285",7578109,64,139,"30-45","Austin"
"4286",7721706,69,85,"30-45","Austin"
"4287",4459530,45,49,"30-45","Austin"
"4288",8914715,80,133,"30-45","Austin"
"4289",6566345,55,136,"30-45","Austin"
"4290",9703254,42,21,"30-45","Austin"
"4291",4659125,84,71,"30-45","Austin"
"4292",2578210,10,1,"30-45","Austin"
"4293",7451154,35,1,"30-45","Austin"
"4294",8107290,80,70,"30-45","Austin"
"4295",6900050,10,1,"30-45","Austin"
"4296",3004504,1,121,"30-45","Detroit"
"4297",3631146,1,92,"30-45","Detroit"
"4298",6256591,14,29,"30-45","Detroit"
"4299",5418201,17,48,"30-45","Detroit"
"4300",9306988,1,10,"30-45","Detroit"
"4301",3518152,1,96,"30-45","Detroit"
"4302",7945357,11,79,"30-45","Detroit"
"4303",8711647,1,107,"30-45","Detroit"
"4304",7822965,5,125,"30-45","Detroit"
"4305",8652710,13,61,"30-45","Detroit"
"4306",4683665,1,114,"30-45","Detroit"
"4307",1495152,53,114,"30-45","Detroit"
"4308",6203099,69,36,"30-45","Detroit"
"4309",7705457,1,48,"30-45","Detroit"
"4310",8976809,17,95,"30-45","Detroit"
"4311",1277098,46,91,"30-45","Detroit"
"4312",6623957,2,136,"30-45","Detroit"
"4313",6431830,1,73,"30-45","Detroit"
"4314",1695269,50,93,"30-45","Detroit"
"4315",4724512,88,10,"30-45","Detroit"
"4316",4084341,75,35,"30-45","Detroit"
"4317",2819964,2,50,"30-45","Detroit"
"4318",8562014,67,53,"30-45","Detroit"
"4319",3394703,59,149,"30-45","Detroit"
"4320",8480552,41,81,"30-45","Detroit"
"4321",4462101,23,74,"30-45","Detroit"
"4322",8386400,20,48,"30-45","Detroit"
"4323",3769438,1,61,"30-45","Detroit"
"4324",4959986,15,11,"30-45","Detroit"
"4325",8788634,34,40,"30-45","Detroit"
"4326",1995863,2,70,"30-45","Detroit"
"4327",9729725,1,59,"30-45","Detroit"
"4328",2732238,39,88,"30-45","Detroit"
"4329",9454772,38,66,"30-45","Detroit"
"4330",2337335,1,52,"30-45","Detroit"
"4331",3857782,21,60,"30-45","Detroit"
"4332",2213871,1,63,"30-45","Detroit"
"4333",8426412,1,99,"30-45","Detroit"
"4334",7043884,61,6,"30-45","Detroit"
"4335",3181886,1,111,"30-45","Detroit"
"4336",4769231,1,43,"30-45","Detroit"
"4337",3950054,1,110,"30-45","Detroit"
"4338",9577814,1,140,"30-45","Detroit"
"4339",3235028,47,92,"30-45","Detroit"
"4340",5029822,1,82,"30-45","Detroit"
"4341",2347275,1,92,"30-45","Detroit"
"4342",4787055,28,99,"30-45","Detroit"
"4343",8525120,72,117,"30-45","Detroit"
"4344",5697037,31,139,"30-45","Detroit"
"4345",2960810,1,93,"30-45","Detroit"
"4346",3228092,22,131,"30-45","Detroit"
"4347",4294046,9,116,"30-45","Detroit"
"4348",3100564,1,33,"30-45","Detroit"
"4349",7701796,9,76,"30-45","Detroit"
"4350",2749320,1,99,"30-45","Detroit"
"4351",6066520,1,107,"30-45","Detroit"
"4352",5365278,36,63,"30-45","Detroit"
"4353",5000182,1,84,"30-45","Detroit"
"4354",1462601,20,61,"30-45","Detroit"
"4355",3757912,86,34,"30-45","Detroit"
"4356",6132766,28,70,"30-45","Detroit"
"4357",1004058,41,119,"30-45","Detroit"
"4358",5455086,38,96,"30-45","Detroit"
"4359",6087337,1,78,"30-45","Detroit"
"4360",4120038,1,58,"30-45","Detroit"
"4361",2695606,50,102,"30-45","Detroit"
"4362",6736710,1,125,"30-45","Detroit"
"4363",8975366,28,103,"30-45","Detroit"
"4364",8292071,31,18,"30-45","Detroit"
"4365",8926673,13,105,"30-45","Detroit"
"4366",6229668,23,98,"30-45","Detroit"
"4367",4155501,12,78,"30-45","Detroit"
"4368",2686919,31,70,"30-45","Detroit"
"4369",9529082,42,85,"30-45","Detroit"
"4370",3849413,74,69,"30-45","Detroit"
"4371",2525603,38,69,"30-45","Detroit"
"4372",4550014,18,71,"30-45","Detroit"
"4373",2634975,28,20,"30-45","Detroit"
"4374",9492455,28,76,"30-45","Detroit"
"4375",7903764,51,78,"30-45","Detroit"
"4376",5668292,1,41,"30-45","Detroit"
"4377",9183077,1,40,"30-45","Detroit"
"4378",6753339,1,85,"30-45","Detroit"
"4379",2622954,1,73,"30-45","Detroit"
"4380",5065217,13,106,"30-45","Detroit"
"4381",2983066,36,77,"30-45","Detroit"
"4382",5370399,39,57,"30-45","Detroit"
"4383",3067121,1,91,"30-45","Detroit"
"4384",2469325,1,71,"30-45","Detroit"
"4385",4070078,51,59,"30-45","Detroit"
"4386",3988419,42,96,"30-45","Detroit"
"4387",3721526,12,33,"30-45","Detroit"
"4388",5257838,1,66,"30-45","Detroit"
"4389",5374963,19,68,"30-45","Detroit"
"4390",8532238,39,85,"30-45","Detroit"
"4391",7042418,57,47,"30-45","Detroit"
"4392",3898165,9,95,"30-45","Detroit"
"4393",4922792,25,37,"30-45","Detroit"
"4394",4698518,9,111,"30-45","Detroit"
"4395",2426542,59,92,"30-45","Detroit"
"4396",2787843,1,73,"30-45","Detroit"
"4397",8232760,1,31,"30-45","Detroit"
"4398",5761984,72,24,"30-45","Detroit"
"4399",9258483,1,49,"30-45","Detroit"
"4400",4524756,1,69,"30-45","Detroit"
"4401",2681173,42,137,"30-45","Detroit"
"4402",4146277,1,59,"30-45","Detroit"
"4403",2267078,30,1,"30-45","Detroit"
"4404",5334115,1,72,"30-45","Detroit"
"4405",8828448,59,113,"30-45","Detroit"
"4406",2839867,55,30,"30-45","Detroit"
"4407",3034451,1,88,"30-45","Detroit"
"4408",2768865,49,94,"30-45","Detroit"
"4409",2868623,1,67,"30-45","Detroit"
"4410",5925260,30,117,"30-45","Detroit"
"4411",9131690,1,81,"30-45","Detroit"
"4412",6504692,46,52,"30-45","Detroit"
"4413",5838551,5,96,"30-45","Detroit"
"4414",9758702,1,77,"30-45","Detroit"
"4415",9391345,41,40,"30-45","Detroit"
"4416",2143284,10,43,"30-45","Detroit"
"4417",7969740,1,84,"30-45","Detroit"
"4418",1837568,65,70,"30-45","Detroit"
"4419",9808679,70,47,"30-45","Detroit"
"4420",9013782,58,151,"30-45","Detroit"
"4421",5589253,1,102,"30-45","Detroit"
"4422",3625167,1,108,"30-45","Detroit"
"4423",3803400,17,94,"30-45","Detroit"
"4424",5048709,53,58,"30-45","Detroit"
"4425",4308041,17,108,"30-45","Detroit"
"4426",7787567,1,89,"30-45","Detroit"
"4427",1169692,1,110,"30-45","Detroit"
"4428",7836814,1,47,"30-45","Detroit"
"4429",9772169,28,69,"30-45","Detroit"
"4430",8097048,40,98,"30-45","Detroit"
"4431",6708210,27,130,"30-45","Detroit"
"4432",3895472,13,151,"30-45","Detroit"
"4433",4376004,57,77,"30-45","Detroit"
"4434",2693759,1,101,"30-45","Detroit"
"4435",6388314,1,120,"30-45","Detroit"
"4436",1463068,1,58,"30-45","Detroit"
"4437",1932894,57,85,"30-45","Detroit"
"4438",7417083,34,79,"30-45","Detroit"
"4439",6900424,1,50,"30-45","Detroit"
"4440",4350224,42,95,"30-45","Detroit"
"4441",9146104,18,78,"30-45","Detroit"
"4442",6358225,56,94,"30-45","Detroit"
"4443",8599909,3,40,"30-45","Detroit"
"4444",8750956,1,49,"30-45","Detroit"
"4445",3421603,1,84,"30-45","Detroit"
"4446",9745547,52,61,"30-45","Detroit"
"4447",9958021,31,44,"30-45","Detroit"
"4448",8126711,1,60,"30-45","Detroit"
"4449",4433622,7,81,"30-45","Detroit"
"4450",7206839,1,30,"30-45","Detroit"
"4451",5435845,4,92,"30-45","Detroit"
"4452",5158816,1,36,"30-45","Detroit"
"4453",7072131,1,63,"30-45","Detroit"
"4454",8853285,26,24,"30-45","Detroit"
"4455",9759333,44,91,"30-45","Detroit"
"4456",7230381,10,55,"30-45","Detroit"
"4457",3599149,1,97,"30-45","Detroit"
"4458",3728137,30,138,"30-45","Detroit"
"4459",2004627,63,79,"30-45","Detroit"
"4460",1061073,1,39,"30-45","Detroit"
"4461",2292262,1,114,"30-45","Detroit"
"4462",2723049,7,100,"30-45","Detroit"
"4463",6329641,11,112,"30-45","Detroit"
"4464",8492352,38,36,"30-45","Detroit"
"4465",8971020,1,84,"30-45","Detroit"
"4466",8369048,7,93,"30-45","Detroit"
"4467",8634855,26,65,"30-45","Detroit"
"4468",9756255,1,57,"30-45","Detroit"
"4469",8151574,1,58,"30-45","Detroit"
"4470",4428757,1,127,"30-45","Detroit"
"4471",8027803,78,1,"30-45","Boulder"
"4472",5777475,152,1,"30-45","Boulder"
"4473",6262620,160,121,"30-45","Boulder"
"4474",1843246,119,1,"30-45","Boulder"
"4475",1368860,220,66,"30-45","Boulder"
"4476",6644392,196,1,"30-45","Boulder"
"4477",5752522,115,117,"30-45","Boulder"
"4478",3825323,84,46,"30-45","Boulder"
"4479",3651031,158,58,"30-45","Boulder"
"4480",8189490,78,71,"30-45","Boulder"
"4481",4923897,123,38,"30-45","Boulder"
"4482",2205085,212,81,"30-45","Boulder"
"4483",3398345,109,17,"30-45","Boulder"
"4484",2374444,156,67,"30-45","Boulder"
"4485",5412325,173,1,"30-45","Boulder"
"4486",8736083,107,16,"30-45","Boulder"
"4487",9998842,131,55,"30-45","Boulder"
"4488",6450901,147,1,"30-45","Boulder"
"4489",5228322,168,68,"30-45","Boulder"
"4490",4784035,215,16,"30-45","Boulder"
"4491",4688406,163,6,"30-45","Boulder"
"4492",1513874,22,31,"30-45","Boulder"
"4493",6036077,141,19,"30-45","Boulder"
"4494",6347046,126,1,"30-45","Boulder"
"4495",2704840,200,1,"30-45","Boulder"
"4496",7749154,160,43,"30-45","Boulder"
"4497",4375554,225,1,"30-45","Boulder"
"4498",6725140,160,139,"30-45","Boulder"
"4499",1015634,249,27,"30-45","Boulder"
"4500",1088570,146,5,"30-45","Boulder"
"4501",8434599,219,29,"30-45","Boulder"
"4502",8282332,173,1,"30-45","Boulder"
"4503",4776692,90,1,"30-45","Boulder"
"4504",3194822,161,51,"30-45","Boulder"
"4505",7594377,238,73,"30-45","Boulder"
"4506",1432732,174,1,"30-45","Boulder"
"4507",5945550,44,71,"30-45","Boulder"
"4508",6542322,66,1,"30-45","Boulder"
"4509",9604769,84,101,"30-45","Boulder"
"4510",5955828,108,66,"30-45","Boulder"
"4511",8832383,149,90,"30-45","Boulder"
"4512",8633865,219,1,"30-45","Boulder"
"4513",9193309,143,1,"30-45","Boulder"
"4514",6036610,219,45,"30-45","Boulder"
"4515",2377577,197,1,"30-45","Boulder"
"4516",8523768,67,73,"30-45","Boulder"
"4517",6853490,144,1,"30-45","Boulder"
"4518",8127712,149,1,"30-45","Boulder"
"4519",7601647,129,9,"30-45","Boulder"
"4520",8155055,134,139,"30-45","Boulder"
"4521",2552622,95,1,"30-45","Boulder"
"4522",2568985,100,53,"30-45","Boulder"
"4523",5531998,98,1,"30-45","Boulder"
"4524",6728055,77,93,"30-45","Boulder"
"4525",6081089,205,98,"30-45","Boulder"
"4526",7796256,21,29,"30-45","Boulder"
"4527",8169071,119,72,"30-45","Boulder"
"4528",3618443,187,1,"30-45","Boulder"
"4529",3532014,78,71,"30-45","Boulder"
"4530",9499780,79,30,"30-45","Boulder"
"4531",7551790,61,1,"30-45","Boulder"
"4532",4281327,177,85,"30-45","Boulder"
"4533",9329154,163,1,"30-45","Boulder"
"4534",1769810,77,1,"30-45","Boulder"
"4535",1368314,117,1,"30-45","Boulder"
"4536",9033196,109,1,"30-45","Boulder"
"4537",5814672,71,1,"30-45","Boulder"
"4538",4412428,102,1,"30-45","Boulder"
"4539",6217404,158,1,"30-45","Boulder"
"4540",7564492,178,56,"30-45","Boulder"
"4541",1627379,102,18,"30-45","Boulder"
"4542",1694304,94,6,"30-45","Boulder"
"4543",3584115,139,1,"30-45","Boulder"
"4544",6464286,58,31,"30-45","Boulder"
"4545",5350329,235,1,"30-45","Boulder"
"4546",3203601,217,23,"30-45","Boulder"
"4547",8603450,148,1,"30-45","Boulder"
"4548",7786249,130,1,"30-45","Boulder"
"4549",6260887,125,1,"30-45","Boulder"
"4550",7306640,238,77,"30-45","Boulder"
"4551",8829759,134,116,"30-45","Boulder"
"4552",5044808,172,38,"30-45","Boulder"
"4553",7519307,95,1,"30-45","Boulder"
"4554",8314365,149,61,"30-45","Boulder"
"4555",9853836,113,1,"30-45","Boulder"
"4556",9057341,67,45,"30-45","Boulder"
"4557",3127255,151,1,"30-45","Boulder"
"4558",5067073,184,1,"30-45","Boulder"
"4559",2394428,195,1,"30-45","Boulder"
"4560",4516864,148,78,"30-45","Boulder"
"4561",9750086,152,1,"30-45","Boulder"
"4562",1769218,164,1,"30-45","Boulder"
"4563",6989394,111,1,"30-45","Boulder"
"4564",9054317,179,1,"30-45","Boulder"
"4565",1596904,198,1,"30-45","Boulder"
"4566",9341344,149,1,"30-45","Boulder"
"4567",2406655,224,1,"30-45","Boulder"
"4568",9926103,202,1,"30-45","Boulder"
"4569",9658375,41,30,"30-45","Boulder"
"4570",1487002,46,1,"30-45","Boulder"
"4571",8974351,149,1,"30-45","Boulder"
"4572",3086472,126,35,"30-45","Boulder"
"4573",8312079,168,1,"30-45","Boulder"
"4574",7191847,228,89,"30-45","Boulder"
"4575",1993151,128,64,"30-45","Boulder"
"4576",5574376,95,1,"30-45","Boulder"
"4577",5998489,211,1,"30-45","Boulder"
"4578",7326081,94,1,"30-45","Boulder"
"4579",1639255,28,1,"30-45","Boulder"
"4580",2651128,50,0,"30-45","Boulder"
"4581",1655594,195,1,"30-45","Boulder"
"4582",6016856,252,2,"30-45","Boulder"
"4583",5582857,53,1,"30-45","Boulder"
"4584",7581879,121,1,"30-45","Boulder"
"4585",3444427,173,1,"30-45","Boulder"
"4586",4968778,135,24,"30-45","Boulder"
"4587",2444555,177,1,"30-45","Boulder"
"4588",2389226,210,79,"30-45","Boulder"
"4589",2170061,199,1,"30-45","Boulder"
"4590",4681733,194,1,"30-45","Boulder"
"4591",5050223,94,1,"30-45","Boulder"
"4592",3548400,161,79,"30-45","Boulder"
"4593",1395435,201,1,"30-45","Boulder"
"4594",6506151,140,88,"30-45","Boulder"
"4595",6801567,163,1,"30-45","Boulder"
"4596",2102640,207,26,"30-45","Boulder"
"4597",4288062,108,23,"30-45","Boulder"
"4598",6209032,115,1,"30-45","Boulder"
"4599",3734595,102,78,"30-45","Boulder"
"4600",7209658,152,1,"30-45","Boulder"
"4601",9340080,118,17,"30-45","Boulder"
"4602",3989088,204,1,"30-45","Boulder"
"4603",8230525,175,1,"30-45","Boulder"
"4604",3479875,124,1,"30-45","Boulder"
"4605",7621312,74,67,"30-45","Boulder"
"4606",5564162,170,1,"30-45","Boulder"
"4607",3311375,115,1,"30-45","Boulder"
"4608",8373517,170,1,"30-45","Boulder"
"4609",2534361,151,138,"30-45","Boulder"
"4610",7219939,115,1,"30-45","Boulder"
"4611",3492887,99,1,"30-45","Boulder"
"4612",6097019,180,17,"30-45","Boulder"
"4613",8970948,147,1,"30-45","Boulder"
"4614",6674687,195,92,"30-45","Boulder"
"4615",7035282,101,1,"30-45","Boulder"
"4616",8698434,151,1,"30-45","Boulder"
"4617",1992949,222,1,"30-45","Boulder"
"4618",4733480,175,1,"30-45","Boulder"
"4619",2170653,128,1,"30-45","Boulder"
"4620",5147250,150,1,"30-45","Boulder"
"4621",5240524,117,60,"30-45","Boulder"
"4622",4932057,133,52,"30-45","Boulder"
"4623",7346086,87,131,"30-45","Boulder"
"4624",4223623,148,53,"30-45","Boulder"
"4625",7765324,163,52,"30-45","Boulder"
"4626",7468539,96,73,"30-45","Boulder"
"4627",1410533,112,0,"30-45","Boulder"
"4628",2333354,101,1,"30-45","Boulder"
"4629",1143212,151,1,"30-45","Boulder"
"4630",5632820,183,1,"30-45","Boulder"
"4631",5084235,189,140,"30-45","Boulder"
"4632",5379142,186,1,"30-45","Boulder"
"4633",6441481,145,1,"30-45","Boulder"
"4634",2471548,100,1,"30-45","Boulder"
"4635",8434135,167,1,"30-45","Boulder"
"4636",6626964,82,1,"30-45","Boulder"
"4637",2410295,140,1,"30-45","Boulder"
"4638",8789119,203,101,"30-45","Boulder"
"4639",7314927,104,84,"30-45","Boulder"
"4640",7181244,164,1,"30-45","Boulder"
"4641",9459837,180,1,"30-45","Boulder"
"4642",9331835,94,1,"30-45","Boulder"
"4643",7865937,138,42,"30-45","Boulder"
"4644",8130945,161,1,"30-45","Boulder"
"4645",6946078,198,235,"30-45","Boulder"
"4646",5101007,219,207,"30-45","Boulder"
"4647",6960223,97,1,"30-45","Boulder"
"4648",2529910,140,55,"30-45","Boulder"
"4649",7026908,66,1,"30-45","Boulder"
"4650",3759779,154,36,"30-45","Boulder"
"4651",2042447,75,70,"30-45","Boulder"
"4652",3362802,212,7,"30-45","Boulder"
"4653",5783602,109,1,"30-45","Boulder"
"4654",4051742,115,1,"30-45","Boulder"
"4655",6114989,89,82,"30-45","Boulder"
"4656",9117032,83,57,"30-45","Boulder"
"4657",9108560,123,15,"30-45","Boulder"
"4658",1851073,110,87,"30-45","Boulder"
"4659",3357089,128,1,"30-45","Boulder"
"4660",6499128,182,62,"30-45","Boulder"
"4661",4070930,105,47,"30-45","Boulder"
"4662",8981570,217,1,"30-45","Boulder"
"4663",8148885,293,28,"30-45","Boulder"
"4664",3912225,128,28,"30-45","Boulder"
"4665",2182097,91,1,"30-45","Boulder"
"4666",7636352,85,1,"30-45","Boulder"
"4667",4204392,155,43,"30-45","Boulder"
"4668",1229873,130,1,"30-45","Boulder"
"4669",3127002,129,16,"30-45","Boulder"
"4670",2215962,130,10,"30-45","Boulder"
"4671",1249627,166,63,"30-45","Boulder"
"4672",6655232,190,90,"30-45","Boulder"
"4673",2306290,201,1,"30-45","Boulder"
"4674",1194927,151,1,"30-45","Boulder"
"4675",8753733,113,1,"30-45","Boulder"
"4676",5752582,64,132,"30-45","Boulder"
"4677",8759450,36,1,"30-45","Boulder"
"4678",8822873,199,11,"30-45","Boulder"
"4679",2856956,102,1,"30-45","Boulder"
"4680",3530722,132,14,"30-45","Boulder"
"4681",8255267,136,1,"30-45","Boulder"
"4682",4188260,123,88,"30-45","Boulder"
"4683",6157276,175,1,"30-45","Boulder"
"4684",4394757,87,10,"30-45","Boulder"
"4685",9342654,174,1,"30-45","Boulder"
"4686",3125010,129,1,"30-45","Boulder"
"4687",7762176,80,1,"30-45","Boulder"
"4688",7869082,151,133,"30-45","Boulder"
"4689",5435323,91,1,"30-45","Boulder"
"4690",5213545,106,1,"30-45","Boulder"
"4691",5479060,82,122,"30-45","Boulder"
"4692",5685599,132,1,"30-45","Boulder"
"4693",9371312,127,96,"30-45","Boulder"
"4694",9709163,203,22,"30-45","Boulder"
"4695",6385004,186,26,"30-45","Boulder"
"4696",3852531,78,1,"30-45","Boulder"
"4697",9690384,98,127,"30-45","Boulder"
"4698",6168887,193,48,"30-45","Boulder"
"4699",5944855,105,1,"30-45","Boulder"
"4700",9888596,62,1,"30-45","Boulder"
"4701",9859566,169,1,"30-45","Boulder"
"4702",4919609,101,45,"30-45","Boulder"
"4703",2653505,140,1,"30-45","Boulder"
"4704",3693772,170,28,"30-45","Boulder"
"4705",3086992,100,1,"30-45","Boulder"
"4706",5182796,107,1,"30-45","Boulder"
"4707",2765199,161,1,"30-45","Boulder"
"4708",9997259,96,93,"30-45","Boulder"
"4709",9261382,175,33,"30-45","Boulder"
"4710",6257971,54,48,"30-45","Boulder"
"4711",9430392,234,17,"30-45","Boulder"
"4712",3180631,197,1,"30-45","Boulder"
"4713",2756555,101,1,"30-45","Boulder"
"4714",6719942,145,1,"30-45","Boulder"
"4715",8632662,83,13,"30-45","Boulder"
"4716",4996419,165,1,"30-45","Boulder"
"4717",2824830,154,1,"30-45","Boulder"
"4718",4287062,115,51,"30-45","Boulder"
"4719",5716769,210,24,"30-45","Boulder"
"4720",2815723,104,39,"30-45","Boulder"
"4721",4040666,77,1,"30-45","Boulder"
"4722",5898265,107,101,"30-45","Boulder"
"4723",1151076,174,66,"30-45","Boulder"
"4724",8408488,145,78,"30-45","Boulder"
"4725",6937105,102,79,"30-45","Boulder"
"4726",2925234,165,1,"30-45","Boulder"
"4727",7417646,193,1,"30-45","Boulder"
"4728",5575194,119,66,"30-45","Boulder"
"4729",5835068,200,51,"30-45","Boulder"
"4730",8384060,139,142,"30-45","Boulder"
"4731",8226534,262,30,"30-45","Boulder"
"4732",5397596,160,49,"30-45","Boulder"
"4733",1460946,60,1,"30-45","Boulder"
"4734",7582814,189,1,"30-45","Boulder"
"4735",3189032,195,1,"30-45","Boulder"
"4736",8737285,154,121,"30-45","Boulder"
"4737",5145147,175,1,"30-45","Boulder"
"4738",1458064,95,9,"30-45","Boulder"
"4739",9604936,134,1,"30-45","Boulder"
"4740",8334060,120,1,"30-45","Boulder"
"4741",6541380,178,121,"30-45","Boulder"
"4742",3947305,206,59,"30-45","Boulder"
"4743",3212986,134,99,"30-45","Boulder"
"4744",9203820,225,1,"30-45","Boulder"
"4745",4545865,181,1,"30-45","Boulder"
"4746",6569752,151,1,"30-45","Boulder"
"4747",9522744,218,61,"30-45","Boulder"
"4748",2109580,157,92,"30-45","Boulder"
"4749",7486556,144,1,"30-45","Boulder"
"4750",9703642,1,1,"30-45","Boulder"
"4751",7351168,135,16,"30-45","Boulder"
"4752",3770039,181,1,"30-45","Boulder"
"4753",3784175,96,53,"30-45","Boulder"
"4754",3735544,125,23,"30-45","Boulder"
"4755",5286509,91,119,"30-45","Boulder"
"4756",9292412,235,45,"30-45","Boulder"
"4757",9736222,159,66,"30-45","Boulder"
"4758",5443176,128,1,"30-45","Boulder"
"4759",6779559,160,70,"30-45","Boulder"
"4760",1656805,246,1,"30-45","Boulder"
"4761",4927878,149,18,"30-45","Boulder"
"4762",6809583,223,1,"30-45","Boulder"
"4763",7249214,200,23,"30-45","Boulder"
"4764",5342253,110,1,"30-45","Boulder"
"4765",7847464,142,26,"30-45","Boulder"
"4766",9101404,83,107,"30-45","Boulder"
"4767",2836002,221,34,"30-45","Boulder"
"4768",8950993,81,1,"30-45","Boulder"
"4769",1699483,133,1,"30-45","Boulder"
"4770",6464152,148,126,"30-45","Boulder"
"4771",6321457,183,1,"30-45","Boulder"
"4772",1264697,174,140,"30-45","Boulder"
"4773",2183285,221,1,"30-45","Boulder"
"4774",3148188,66,115,"30-45","Boulder"
"4775",6949570,240,1,"30-45","Boulder"
"4776",7387315,189,66,"30-45","Boulder"
"4777",5270206,125,1,"30-45","Boulder"
"4778",5589370,180,1,"30-45","Boulder"
"4779",1748215,182,1,"30-45","Boulder"
"4780",6741431,131,1,"30-45","Boulder"
"4781",7973551,158,96,"30-45","Boulder"
"4782",6356134,131,1,"30-45","Boulder"
"4783",6051139,182,1,"30-45","Boulder"
"4784",4062656,140,8,"30-45","Boulder"
"4785",4091046,54,1,"30-45","Boulder"
"4786",1842757,179,28,"30-45","Boulder"
"4787",8966994,214,14,"30-45","Boulder"
"4788",9950043,111,137,"30-45","Boulder"
"4789",4284192,96,1,"30-45","Boulder"
"4790",5092970,199,112,"30-45","Boulder"
"4791",9143649,118,1,"30-45","Boulder"
"4792",4518924,98,1,"30-45","Boulder"
"4793",8026019,153,1,"30-45","Boulder"
"4794",6604386,154,1,"30-45","Boulder"
"4795",3032797,169,82,"30-45","Boulder"
"4796",2298087,206,1,"30-45","Boulder"
"4797",8975056,177,1,"30-45","Boulder"
"4798",7160254,142,1,"30-45","Boulder"
"4799",7536721,188,21,"30-45","Boulder"
